,No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM
29566,31460,2013,8,3,19,2,19.0,58.0,1001.0,28.0,SE,29.51,0.0,0.0,51.5
29567,31461,2013,8,3,20,2,19.0,61.0,1001.0,27.0,SE,32.64,0.0,0.0,58.0
29568,31462,2013,8,3,21,2,20.0,65.0,1003.0,27.0,SE,35.77,0.0,0.0,59.25
29569,31463,2013,8,3,22,2,20.0,69.0,1003.0,26.0,SE,36.66,0.0,0.0,66.75
29570,31464,2013,8,3,23,2,20.0,65.0,1003.0,27.0,SE,39.79,0.0,0.0,78.25
29571,31465,2013,8,4,0,2,21.0,73.0,1002.0,26.0,SE,42.92,0.0,0.0,84.0
29572,31466,2013,8,4,1,2,21.0,73.0,1002.0,26.0,cv,0.89,0.0,0.0,89.75
29573,31467,2013,8,4,2,2,21.0,78.0,1001.0,25.0,SE,1.79,0.0,0.0,98.0
29574,31468,2013,8,4,3,2,21.0,83.0,1001.0,24.0,NE,1.79,0.0,0.0,102.75
29575,31469,2013,8,4,4,2,21.0,88.0,1001.0,23.0,cv,0.89,0.0,0.0,103.0
29576,31470,2013,8,4,5,2,20.0,83.0,1001.0,23.0,cv,1.78,0.0,0.0,103.5
29577,31471,2013,8,4,6,2,21.0,88.0,1001.0,23.0,cv,2.67,0.0,0.0,109.25
29578,31472,2013,8,4,7,2,22.0,83.0,1001.0,25.0,NW,0.89,0.0,0.0,117.0
29579,31473,2013,8,4,8,2,22.0,78.0,1001.0,26.0,cv,0.89,0.0,0.0,126.25
29580,31474,2013,8,4,9,2,22.0,69.0,1002.0,28.0,NE,1.79,0.0,0.0,85.5
29581,31475,2013,8,4,10,2,21.0,58.0,1001.0,30.0,SE,3.13,0.0,0.0,79.0
29582,31476,2013,8,4,11,2,21.0,58.0,1000.0,30.0,SE,4.92,0.0,0.0,70.5
29583,31477,2013,8,4,12,2,19.0,48.0,1000.0,31.0,SE,6.71,0.0,0.0,94.5
29584,31478,2013,8,4,13,2,20.0,49.0,999.0,32.0,SE,8.5,0.0,0.0,99.25
29585,31479,2013,8,4,14,2,21.0,49.0,998.0,33.0,SE,10.29,0.0,0.0,100.5
29586,31480,2013,8,4,15,2,21.0,49.0,997.0,33.0,SE,13.42,0.0,0.0,87.75
29587,31481,2013,8,4,16,2,22.0,52.0,997.0,33.0,SE,16.55,0.0,0.0,119.25
29588,31482,2013,8,4,17,2,23.0,59.0,996.0,32.0,SE,20.57,0.0,0.0,139.5
29589,31483,2013,8,4,18,2,23.0,62.0,996.0,31.0,SE,24.59,0.0,0.0,199.0
29590,31484,2013,8,4,19,2,24.0,66.0,996.0,31.0,SE,28.61,2.7,2.7,159.0
29591,31485,2013,8,4,20,2,19.0,93.0,1000.0,20.0,NW,5.81,6.0,8.7,19.5
29592,31486,2013,8,4,21,2,19.0,88.0,1000.0,21.0,NW,10.73,0.9,9.6,16.75
29593,31487,2013,8,4,22,2,19.0,88.0,1000.0,21.0,SE,3.13,0.3,9.9,20.0
29594,31488,2013,8,4,23,2,19.0,83.0,1000.0,22.0,SE,6.26,0.6,10.5,20.25
29595,31489,2013,8,5,0,2,19.0,83.0,999.0,22.0,cv,0.89,0.0,0.0,33.75
29596,31490,2013,8,5,1,2,19.0,88.0,999.0,21.0,NE,1.79,0.0,0.0,33.75
29597,31491,2013,8,5,2,2,19.0,88.0,999.0,21.0,SE,1.79,0.1,0.1,37.0
29598,31492,2013,8,5,3,2,19.0,88.0,998.0,21.0,NE,1.79,0.0,0.0,46.0
29599,31493,2013,8,5,4,2,18.0,88.0,998.0,20.0,NW,1.79,0.0,0.0,50.25
29600,31494,2013,8,5,5,2,18.0,88.0,998.0,20.0,NW,2.68,0.0,0.0,52.0
29601,31495,2013,8,5,6,2,18.0,88.0,998.0,20.0,NW,4.47,0.0,0.0,54.0
29602,31496,2013,8,5,7,2,19.0,83.0,998.0,22.0,NW,6.26,0.0,0.0,45.75
29603,31497,2013,8,5,8,2,19.0,78.0,999.0,23.0,NW,8.05,0.0,0.0,46.75
29604,31498,2013,8,5,9,2,19.0,65.0,999.0,26.0,NW,9.84,0.0,0.0,41.25
29605,31499,2013,8,5,10,2,19.0,61.0,998.0,27.0,cv,1.79,0.0,0.0,32.5
29606,31500,2013,8,5,11,2,18.0,54.0,999.0,28.0,cv,3.58,0.0,0.0,33.75
29607,31501,2013,8,5,12,2,19.0,51.0,998.0,30.0,SE,1.79,0.0,0.0,38.25
29608,31502,2013,8,5,13,2,19.0,48.0,998.0,31.0,cv,0.89,0.0,0.0,47.75
29609,31503,2013,8,5,14,2,18.0,43.0,997.0,32.0,cv,1.78,0.0,0.0,43.5
29610,31504,2013,8,5,15,2,20.0,49.0,997.0,32.0,SE,1.79,0.0,0.0,50.5
29611,31505,2013,8,5,16,2,19.0,46.0,997.0,32.0,SE,3.58,0.0,0.0,46.25
29612,31506,2013,8,5,17,2,20.0,49.0,996.0,32.0,SE,6.71,0.0,0.0,56.0
29613,31507,2013,8,5,18,2,21.0,55.0,996.0,31.0,SE,9.84,0.0,0.0,42.0
29614,31508,2013,8,5,19,2,20.0,58.0,997.0,29.0,SE,12.97,0.0,0.0,35.666666666666664
29615,31509,2013,8,5,20,2,20.0,65.0,997.0,27.0,SE,14.76,0.0,0.0,40.333333333333336
29616,31510,2013,8,5,21,2,21.0,73.0,998.0,26.0,SE,16.55,0.0,0.0,38.666666666666664
29617,31511,2013,8,5,22,2,21.0,73.0,998.0,26.0,SE,17.44,0.0,0.0,45.666666666666664
29618,31512,2013,8,5,23,2,22.0,83.0,998.0,25.0,NE,0.89,0.0,0.0,54.666666666666664
29619,31513,2013,8,6,0,2,22.0,83.0,998.0,25.0,NE,2.68,0.0,0.0,62.666666666666664
29620,31514,2013,8,6,1,2,22.0,83.0,999.0,25.0,SE,1.79,0.0,0.0,73.5
29621,31515,2013,8,6,2,2,22.0,83.0,998.0,25.0,SE,3.58,0.0,0.0,80.0
29622,31516,2013,8,6,3,2,22.0,83.0,998.0,25.0,SE,5.37,0.0,0.0,92.5
29623,31517,2013,8,6,4,2,22.0,83.0,999.0,25.0,cv,0.89,0.0,0.0,98.5
29624,31518,2013,8,6,5,2,22.0,83.0,998.0,25.0,NE,1.79,0.0,0.0,105.0
29625,31519,2013,8,6,6,2,22.0,83.0,999.0,25.0,NE,3.58,0.0,0.0,125.0
29626,31520,2013,8,6,7,2,22.0,78.0,999.0,26.0,cv,0.89,0.0,0.0,143.0
29627,31521,2013,8,6,8,2,22.0,78.0,1000.0,26.0,cv,1.78,0.0,0.0,155.66666666666666
29628,31522,2013,8,6,9,2,23.0,78.0,1000.0,27.0,cv,2.67,0.0,0.0,184.0
29629,31523,2013,8,6,10,2,23.0,78.0,1000.0,27.0,cv,3.56,0.0,0.0,184.5
29630,31524,2013,8,6,11,2,24.0,74.0,1000.0,29.0,NE,1.79,0.0,0.0,187.0
29631,31525,2013,8,6,12,2,24.0,70.0,1000.0,30.0,SE,1.79,0.0,0.0,180.0
29632,31526,2013,8,6,13,2,25.0,66.0,999.0,32.0,cv,0.89,0.0,0.0,184.75
29633,31527,2013,8,6,14,2,25.0,66.0,998.0,32.0,SE,1.79,0.0,0.0,170.75
29634,31528,2013,8,6,15,2,24.0,62.0,998.0,32.0,SE,4.92,0.0,0.0,157.0
29635,31529,2013,8,6,16,2,25.0,66.0,998.0,32.0,SE,8.94,0.0,0.0,148.5
29636,31530,2013,8,6,17,2,24.0,62.0,998.0,32.0,SE,12.07,0.0,0.0,153.0
29637,31531,2013,8,6,18,2,25.0,70.0,998.0,31.0,SE,15.2,0.0,0.0,177.25
29638,31532,2013,8,6,19,2,26.0,74.0,999.0,31.0,SE,18.33,0.0,0.0,212.5
29639,31533,2013,8,6,20,2,26.0,79.0,999.0,30.0,SE,21.46,0.0,0.0,231.25
29640,31534,2013,8,6,21,2,26.0,83.0,1000.0,29.0,SE,23.25,0.0,0.0,230.25
29641,31535,2013,8,6,22,2,26.0,79.0,1000.0,30.0,cv,0.89,0.0,0.0,241.75
29642,31536,2013,8,6,23,2,26.0,79.0,1000.0,30.0,SE,3.13,0.0,0.0,203.5
29643,31537,2013,8,7,0,2,23.0,78.0,1001.0,27.0,NE,5.81,0.0,0.0,71.25
29644,31538,2013,8,7,1,2,22.0,78.0,1001.0,26.0,NW,4.02,0.1,0.1,33.0
29645,31539,2013,8,7,2,2,21.0,78.0,1003.0,25.0,NW,9.83,0.5,0.6,30.5
29646,31540,2013,8,7,3,2,21.0,78.0,1002.0,25.0,SE,3.13,0.0,0.0,33.0
29647,31541,2013,8,7,4,2,21.0,83.0,1002.0,24.0,cv,0.89,0.0,0.0,43.333333333333336
29648,31542,2013,8,7,5,2,21.0,83.0,1002.0,24.0,NW,3.13,0.0,0.0,43.666666666666664
29649,31543,2013,8,7,6,2,21.0,83.0,1002.0,24.0,cv,0.89,0.0,0.0,37.333333333333336
29650,31544,2013,8,7,7,2,21.0,83.0,1002.0,24.0,cv,1.78,0.1,0.1,37.666666666666664
29651,31545,2013,8,7,8,2,22.0,83.0,1002.0,25.0,SE,0.89,0.0,0.0,58.25
29652,31546,2013,8,7,9,2,22.0,69.0,1003.0,28.0,NW,3.13,0.0,0.0,60.25
29653,31547,2013,8,7,10,2,22.0,65.0,1002.0,29.0,NW,6.26,0.0,0.0,56.5
29654,31548,2013,8,7,11,2,21.0,62.0,1003.0,29.0,NE,1.79,0.0,0.0,53.25
29655,31549,2013,8,7,12,2,20.0,55.0,1003.0,30.0,NW,4.02,0.0,0.0,22.666666666666668
29656,31550,2013,8,7,13,2,21.0,62.0,1003.0,29.0,NW,8.04,0.0,0.0,24.5
29657,31551,2013,8,7,14,2,22.0,65.0,1002.0,29.0,NW,11.17,0.1,0.1,20.75
29658,31552,2013,8,7,15,2,20.0,65.0,1003.0,27.0,NW,19.22,0.1,0.2,15.0
29659,31553,2013,8,7,16,2,19.0,65.0,1002.0,26.0,NW,26.37,0.0,0.0,14.25
29660,31554,2013,8,7,17,2,19.0,69.0,1002.0,25.0,NW,30.39,1.0,1.0,15.5
29661,31555,2013,8,7,18,2,19.0,69.0,1002.0,25.0,NW,35.31,0.2,1.2,17.25
29662,31556,2013,8,7,19,2,19.0,78.0,1001.0,23.0,NW,39.33,0.0,0.0,20.75
29663,31557,2013,8,7,20,2,19.0,78.0,1000.0,23.0,NW,42.46,0.0,0.0,19.75
29664,31558,2013,8,7,21,2,19.0,73.0,1002.0,24.0,NW,45.59,0.0,0.0,17.75
29665,31559,2013,8,7,22,2,18.0,69.0,1001.0,24.0,NW,48.72,0.0,0.0,15.5
29666,31560,2013,8,7,23,2,19.0,78.0,1001.0,23.0,NW,51.85,0.0,0.0,15.25
29667,31561,2013,8,8,0,2,19.0,78.0,1001.0,23.0,NW,53.64,0.0,0.0,14.5
29668,31562,2013,8,8,1,2,19.0,78.0,1000.0,23.0,NW,55.43,0.0,0.0,15.25
29669,31563,2013,8,8,2,2,19.0,78.0,1000.0,23.0,NE,1.79,0.0,0.0,14.5
29670,31564,2013,8,8,3,2,19.0,83.0,1000.0,22.0,NW,1.79,0.0,0.0,14.0
29671,31565,2013,8,8,4,2,19.0,78.0,1000.0,23.0,NW,2.68,0.0,0.0,13.25
29672,31566,2013,8,8,5,2,19.0,83.0,1000.0,22.0,NW,4.47,0.0,0.0,15.0
29673,31567,2013,8,8,6,2,19.0,78.0,1000.0,23.0,cv,0.89,0.0,0.0,15.25
29674,31568,2013,8,8,7,2,19.0,69.0,1000.0,25.0,cv,1.78,0.0,0.0,20.0
29675,31569,2013,8,8,8,2,20.0,73.0,1000.0,25.0,NW,1.79,0.0,0.0,25.75
29676,31570,2013,8,8,9,2,19.0,65.0,1000.0,26.0,NE,1.79,0.0,0.0,38.25
29677,31571,2013,8,8,10,2,20.0,58.0,1001.0,29.0,cv,0.89,0.0,0.0,32.5
29678,31572,2013,8,8,11,2,19.0,48.0,1000.0,31.0,cv,2.68,0.0,0.0,39.75
29679,31573,2013,8,8,12,2,19.0,46.0,1000.0,32.0,NW,3.13,0.0,0.0,48.75
29680,31574,2013,8,8,13,2,17.0,36.0,999.0,34.0,NW,7.15,0.0,0.0,49.5
29681,31575,2013,8,8,14,2,15.0,32.0,999.0,34.0,SE,3.13,0.0,0.0,150.25
29682,31576,2013,8,8,15,2,17.0,34.0,998.0,35.0,SE,4.92,0.0,0.0,64.75
29683,31577,2013,8,8,16,2,20.0,43.0,998.0,34.0,SE,8.94,0.0,0.0,54.5
29684,31578,2013,8,8,17,2,19.0,41.0,998.0,34.0,SE,13.86,0.0,0.0,45.75
29685,31579,2013,8,8,18,2,18.0,43.0,998.0,32.0,SE,18.78,0.0,0.0,44.0
29686,31580,2013,8,8,19,2,21.0,55.0,999.0,31.0,SE,22.8,0.0,0.0,52.0
29687,31581,2013,8,8,20,2,22.0,65.0,1000.0,29.0,cv,0.89,0.0,0.0,53.25
29688,31582,2013,8,8,21,2,22.0,58.0,1001.0,31.0,NW,4.92,0.0,0.0,30.25
29689,31583,2013,8,8,22,2,19.0,58.0,1000.0,28.0,SE,1.79,0.0,0.0,57.25
29690,31584,2013,8,8,23,2,18.0,65.0,1000.0,25.0,NW,4.92,0.0,0.0,42.25
29691,31585,2013,8,9,0,2,19.0,73.0,1000.0,24.0,NW,8.05,0.0,0.0,38.75
29692,31586,2013,8,9,1,2,18.0,78.0,1000.0,22.0,NW,12.07,0.0,0.0,36.0
29693,31587,2013,8,9,2,2,18.0,78.0,1000.0,22.0,NW,15.2,0.0,0.0,33.75
29694,31588,2013,8,9,3,2,18.0,82.0,1000.0,21.0,NW,16.99,0.0,0.0,32.5
29695,31589,2013,8,9,4,2,17.0,77.0,1000.0,21.0,NW,20.12,0.0,0.0,30.75
29696,31590,2013,8,9,5,2,17.0,82.0,1001.0,20.0,NW,24.14,0.0,0.0,27.5
29697,31591,2013,8,9,6,2,18.0,78.0,1001.0,22.0,NW,25.93,0.0,0.0,29.75
29698,31592,2013,8,9,7,2,18.0,69.0,1001.0,24.0,NW,29.06,0.0,0.0,41.25
29699,31593,2013,8,9,8,2,17.0,54.0,1002.0,27.0,NW,30.85,0.0,0.0,39.75
29700,31594,2013,8,9,9,2,16.0,45.0,1002.0,29.0,NW,33.98,0.0,0.0,38.0
29701,31595,2013,8,9,10,2,16.0,42.0,1001.0,30.0,NE,1.79,0.0,0.0,43.5
29702,31596,2013,8,9,11,2,17.0,38.0,1001.0,33.0,NW,1.79,0.0,0.0,45.0
29703,31597,2013,8,9,12,2,17.0,38.0,1001.0,33.0,cv,3.13,0.0,0.0,54.5
29704,31598,2013,8,9,13,2,16.0,32.0,1000.0,35.0,SE,1.79,0.0,0.0,59.0
29705,31599,2013,8,9,14,2,17.0,34.0,1000.0,35.0,SE,4.92,0.0,0.0,35.0
29706,31600,2013,8,9,15,2,16.0,28.0,1000.0,37.0,cv,1.79,0.0,0.0,35.333333333333336
29707,31601,2013,8,9,16,2,16.0,28.0,999.0,37.0,SE,3.13,0.0,0.0,32.333333333333336
29708,31602,2013,8,9,17,2,20.0,41.0,999.0,35.0,SE,8.05,0.0,0.0,35.0
29709,31603,2013,8,9,18,2,19.0,41.0,999.0,34.0,SE,12.07,0.0,0.0,48.0
29710,31604,2013,8,9,19,2,19.0,43.0,1000.0,33.0,SE,16.09,0.0,0.0,55.75
29711,31605,2013,8,9,20,2,22.0,62.0,1001.0,30.0,SE,17.88,0.0,0.0,63.5
29712,31606,2013,8,9,21,2,23.0,78.0,1001.0,27.0,SE,18.77,0.0,0.0,56.25
29713,31607,2013,8,9,22,2,22.0,69.0,1002.0,28.0,SE,20.56,0.0,0.0,59.5
29714,31608,2013,8,9,23,2,23.0,78.0,1002.0,27.0,SE,22.35,0.0,0.0,61.75
29715,31609,2013,8,10,0,2,23.0,78.0,1002.0,27.0,NE,1.79,0.0,0.0,75.75
29716,31610,2013,8,10,1,2,23.0,83.0,1002.0,26.0,NE,2.68,0.0,0.0,78.25
29717,31611,2013,8,10,2,2,22.0,83.0,1003.0,25.0,NW,0.89,0.0,0.0,96.5
29718,31612,2013,8,10,3,2,21.0,83.0,1002.0,24.0,NW,2.68,0.0,0.0,80.25
29719,31613,2013,8,10,4,2,20.0,78.0,1003.0,24.0,NW,4.47,0.0,0.0,54.75
29720,31614,2013,8,10,5,2,20.0,78.0,1003.0,24.0,NW,6.26,0.0,0.0,42.5
29721,31615,2013,8,10,6,2,20.0,78.0,1004.0,24.0,cv,0.89,0.0,0.0,38.25
29722,31616,2013,8,10,7,2,20.0,69.0,1005.0,26.0,cv,1.78,0.0,0.0,32.25
29723,31617,2013,8,10,8,2,20.0,69.0,1005.0,26.0,NW,4.02,0.0,0.0,34.0
29724,31618,2013,8,10,9,2,21.0,69.0,1006.0,27.0,cv,0.89,0.0,0.0,57.75
29725,31619,2013,8,10,10,2,21.0,65.0,1006.0,28.0,cv,1.78,0.0,0.0,95.75
29726,31620,2013,8,10,11,2,24.0,70.0,1005.0,30.0,cv,2.67,0.0,0.0,108.5
29727,31621,2013,8,10,12,2,24.0,62.0,1005.0,32.0,SE,1.79,0.0,0.0,156.5
29728,31622,2013,8,10,13,2,24.0,59.0,1004.0,33.0,SE,3.58,0.0,0.0,162.25
29729,31623,2013,8,10,14,2,24.0,56.0,1004.0,34.0,cv,1.79,0.0,0.0,145.0
29730,31624,2013,8,10,15,2,23.0,49.0,1004.0,35.0,SE,4.02,0.0,0.0,125.25
29731,31625,2013,8,10,16,2,23.0,52.0,1004.0,34.0,SE,8.04,0.0,0.0,165.25
29732,31626,2013,8,10,17,2,23.0,52.0,1004.0,34.0,SE,12.06,0.0,0.0,159.5
29733,31627,2013,8,10,18,2,23.0,55.0,1004.0,33.0,SE,15.19,0.0,0.0,130.0
29734,31628,2013,8,10,19,2,23.0,62.0,1004.0,31.0,SE,16.98,0.0,0.0,132.66666666666666
29735,31629,2013,8,10,20,2,22.0,62.0,1005.0,30.0,SE,18.77,0.0,0.0,125.66666666666667
29736,31630,2013,8,10,21,2,23.0,74.0,1006.0,28.0,cv,0.89,0.0,0.0,107.33333333333333
29737,31631,2013,8,10,22,2,23.0,74.0,1006.0,28.0,SE,1.79,0.0,0.0,75.0
29738,31632,2013,8,10,23,2,24.0,83.0,1006.0,27.0,SE,3.58,0.0,0.0,53.333333333333336
29739,31633,2013,8,11,0,2,23.0,83.0,1006.0,26.0,cv,0.89,0.0,0.0,72.0
29740,31634,2013,8,11,1,2,24.0,83.0,1006.0,27.0,SE,1.79,0.0,0.0,88.0
29741,31635,2013,8,11,2,2,24.0,83.0,1006.0,27.0,SE,3.58,0.0,0.0,133.66666666666666
29742,31636,2013,8,11,3,2,24.0,83.0,1007.0,27.0,SE,6.71,0.0,0.0,176.0
29743,31637,2013,8,11,4,2,24.0,83.0,1006.0,27.0,SE,8.5,0.0,0.0,212.33333333333334
29744,31638,2013,8,11,5,2,24.0,83.0,1006.0,27.0,cv,0.89,0.0,0.0,228.66666666666666
29745,31639,2013,8,11,6,2,24.0,83.0,1006.0,27.0,SE,1.79,0.0,0.0,241.33333333333334
29746,31640,2013,8,11,7,2,24.0,83.0,1007.0,27.0,SE,3.58,0.0,0.0,261.0
29747,31641,2013,8,11,8,2,24.0,78.0,1007.0,28.0,SE,5.37,1.9,1.9,301.3333333333333
29748,31642,2013,8,11,9,2,24.0,83.0,1007.0,27.0,NW,4.02,0.0,0.0,177.66666666666666
29749,31643,2013,8,11,10,2,25.0,88.0,1007.0,27.0,SE,1.79,0.0,0.0,245.0
29750,31644,2013,8,11,11,2,25.0,79.0,1007.0,29.0,SE,4.92,0.0,0.0,229.33333333333334
29751,31645,2013,8,11,12,2,25.0,70.0,1006.0,31.0,SE,8.05,0.0,0.0,239.0
29752,31646,2013,8,11,13,2,25.0,66.0,1005.0,32.0,SE,11.18,0.0,0.0,236.33333333333334
29753,31647,2013,8,11,14,2,25.0,66.0,1004.0,32.0,SE,15.2,0.0,0.0,191.66666666666666
29754,31648,2013,8,11,15,2,25.0,70.0,1003.0,31.0,SE,19.22,0.3,0.3,163.0
29755,31649,2013,8,11,16,2,23.0,66.0,1004.0,30.0,SE,22.35,10.9,11.2,78.33333333333333
29756,31650,2013,8,11,17,2,24.0,83.0,1004.0,27.0,cv,0.89,2.2,13.4,32.333333333333336
29757,31651,2013,8,11,18,2,22.0,83.0,1004.0,25.0,NW,4.92,0.3,13.7,27.0
29758,31652,2013,8,11,19,2,22.0,78.0,1005.0,26.0,NW,8.94,0.3,14.0,34.0
29759,31653,2013,8,11,20,2,22.0,83.0,1006.0,25.0,SE,3.13,0.3,14.3,70.33333333333333
29760,31654,2013,8,11,21,2,21.0,73.0,1006.0,26.0,NW,3.13,0.1,14.4,77.0
29761,31655,2013,8,11,22,2,22.0,88.0,1005.0,24.0,SE,1.79,0.1,14.5,79.66666666666667
29762,31656,2013,8,11,23,2,21.0,78.0,1004.0,25.0,SE,3.58,0.0,0.0,78.33333333333333
29763,31657,2013,8,12,0,2,23.0,88.0,1004.0,25.0,SE,7.6,0.0,0.0,76.66666666666667
29764,31658,2013,8,12,1,2,22.0,88.0,1005.0,24.0,SE,10.73,0.0,0.0,86.0
29765,31659,2013,8,12,2,2,22.0,83.0,1005.0,25.0,SE,13.86,0.0,0.0,77.0
29766,31660,2013,8,12,3,2,22.0,88.0,1005.0,24.0,SE,16.99,0.0,0.0,68.33333333333333
29767,31661,2013,8,12,4,2,21.0,83.0,1004.0,24.0,SE,18.78,0.0,0.0,62.666666666666664
29768,31662,2013,8,12,5,2,21.0,83.0,1004.0,24.0,SE,20.57,0.0,0.0,61.666666666666664
29769,31663,2013,8,12,6,2,21.0,83.0,1004.0,24.0,SE,22.36,0.0,0.0,66.0
29770,31664,2013,8,12,7,2,22.0,88.0,1004.0,24.0,SE,24.15,0.0,0.0,68.66666666666667
29771,31665,2013,8,12,8,2,22.0,88.0,1005.0,24.0,SE,25.94,0.0,0.0,72.0
29772,31666,2013,8,12,9,2,22.0,83.0,1006.0,25.0,SE,29.07,0.0,0.0,84.66666666666667
29773,31667,2013,8,12,10,2,22.0,78.0,1006.0,26.0,SE,32.2,0.0,0.0,36.0
29774,31668,2013,8,12,11,2,22.0,69.0,1005.0,28.0,SE,35.33,0.0,0.0,33.0
29775,31669,2013,8,12,12,2,22.0,65.0,1005.0,29.0,SE,38.46,0.0,0.0,70.0
29776,31670,2013,8,12,13,2,22.0,65.0,1005.0,29.0,SE,41.59,0.0,0.0,48.5
29777,31671,2013,8,12,14,2,21.0,62.0,1005.0,29.0,SE,45.61,0.0,0.0,48.0
29778,31672,2013,8,12,15,2,21.0,58.0,1004.0,30.0,SE,49.63,0.0,0.0,56.75
29779,31673,2013,8,12,16,2,21.0,58.0,1004.0,30.0,SE,52.76,0.0,0.0,59.0
29780,31674,2013,8,12,17,2,22.0,62.0,1003.0,30.0,SE,55.89,0.0,0.0,48.5
29781,31675,2013,8,12,18,2,22.0,65.0,1004.0,29.0,SE,59.91,0.0,0.0,44.75
29782,31676,2013,8,12,19,2,22.0,69.0,1004.0,28.0,SE,63.04,0.0,0.0,56.0
29783,31677,2013,8,12,20,2,22.0,69.0,1004.0,28.0,SE,66.17,0.0,0.0,69.25
29784,31678,2013,8,12,21,2,22.0,74.0,1005.0,27.0,cv,0.89,0.0,0.0,55.5
29785,31679,2013,8,12,22,2,22.0,74.0,1005.0,27.0,SE,1.79,0.0,0.0,67.75
29786,31680,2013,8,12,23,2,22.0,78.0,1005.0,26.0,SE,2.68,0.0,0.0,84.5
29787,31681,2013,8,13,0,2,23.0,83.0,1005.0,26.0,SE,3.57,0.0,0.0,93.5
29788,31682,2013,8,13,1,2,22.0,83.0,1005.0,25.0,SE,5.36,0.0,0.0,100.25
29789,31683,2013,8,13,2,2,22.0,83.0,1005.0,25.0,SE,7.15,0.0,0.0,91.0
29790,31684,2013,8,13,3,2,22.0,83.0,1006.0,25.0,SE,10.28,0.0,0.0,79.5
29791,31685,2013,8,13,4,2,22.0,83.0,1006.0,25.0,SE,12.07,0.0,0.0,70.25
29792,31686,2013,8,13,5,2,22.0,83.0,1006.0,25.0,SE,12.96,0.0,0.0,72.0
29793,31687,2013,8,13,6,2,22.0,83.0,1006.0,25.0,SE,14.75,0.0,0.0,73.0
29794,31688,2013,8,13,7,2,22.0,78.0,1006.0,26.0,SE,16.54,0.0,0.0,88.75
29795,31689,2013,8,13,8,2,23.0,78.0,1006.0,27.0,cv,0.89,0.0,0.0,99.25
29796,31690,2013,8,13,9,2,23.0,74.0,1005.0,28.0,cv,1.78,0.0,0.0,107.25
29797,31691,2013,8,13,10,2,23.0,66.0,1005.0,30.0,cv,2.67,0.0,0.0,101.5
29798,31692,2013,8,13,11,2,22.0,62.0,1005.0,30.0,cv,3.56,0.0,0.0,75.0
29799,31693,2013,8,13,12,2,22.0,62.0,1004.0,30.0,cv,4.45,0.0,0.0,101.0
29800,31694,2013,8,13,13,2,22.0,58.0,1004.0,31.0,SE,1.79,0.0,0.0,100.25
29801,31695,2013,8,13,14,2,22.0,55.0,1003.0,32.0,SE,3.58,0.0,0.0,97.75
29802,31696,2013,8,13,15,2,22.0,55.0,1003.0,32.0,SE,6.71,0.0,0.0,99.75
29803,31697,2013,8,13,16,2,22.0,55.0,1002.0,32.0,SE,10.73,0.0,0.0,91.0
29804,31698,2013,8,13,17,2,23.0,62.0,1003.0,31.0,SE,14.75,0.0,0.0,100.66666666666667
29805,31699,2013,8,13,18,2,23.0,66.0,1003.0,30.0,SE,17.88,0.0,0.0,126.0
29806,31700,2013,8,13,19,2,23.0,70.0,1003.0,29.0,SE,21.01,0.0,0.0,121.25
29807,31701,2013,8,13,20,2,24.0,78.0,1004.0,28.0,SE,21.9,0.0,0.0,124.25
29808,31702,2013,8,13,21,2,23.0,74.0,1005.0,28.0,NE,1.79,0.0,0.0,130.0
29809,31703,2013,8,13,22,2,24.0,78.0,1005.0,28.0,SE,3.13,0.0,0.0,74.25
29810,31704,2013,8,13,23,2,15.0,50.0,999.0,26.0,SE,11.18,0.0,0.0,45.5
29811,31705,2013,8,14,0,2,19.0,73.0,1003.0,24.0,NE,3.13,0.0,0.0,78.75
29812,31706,2013,8,14,1,2,20.0,78.0,1004.0,24.0,NE,6.26,0.0,0.0,88.5
29813,31707,2013,8,14,2,2,20.0,78.0,1004.0,24.0,cv,0.89,0.0,0.0,56.75
29814,31708,2013,8,14,3,2,20.0,78.0,1003.0,24.0,cv,1.78,0.0,0.0,59.25
29815,31709,2013,8,14,4,2,21.0,83.0,1004.0,24.0,SE,3.13,0.0,0.0,72.25
29816,31710,2013,8,14,5,2,21.0,78.0,1004.0,25.0,NW,1.79,0.0,0.0,85.25
29817,31711,2013,8,14,6,2,21.0,83.0,1005.0,24.0,SE,0.89,0.0,0.0,58.5
29818,31712,2013,8,14,7,2,22.0,88.0,1005.0,24.0,NE,0.89,0.0,0.0,39.75
29819,31713,2013,8,14,8,2,21.0,69.0,1005.0,27.0,SE,1.79,0.0,0.0,54.0
29820,31714,2013,8,14,9,2,22.0,65.0,1005.0,29.0,cv,0.89,0.0,0.0,65.75
29821,31715,2013,8,14,10,2,22.0,62.0,1004.0,30.0,SE,1.79,0.0,0.0,95.25
29822,31716,2013,8,14,11,2,23.0,62.0,1004.0,31.0,SE,3.58,0.0,0.0,87.0
29823,31717,2013,8,14,12,2,23.0,59.0,1004.0,32.0,SE,5.37,0.0,0.0,176.25
29824,31718,2013,8,14,13,2,22.0,55.0,1003.0,32.0,SE,7.16,0.0,0.0,83.5
29825,31719,2013,8,14,14,2,23.0,55.0,1003.0,33.0,SE,11.18,0.0,0.0,94.25
29826,31720,2013,8,14,15,2,23.0,59.0,1003.0,32.0,SE,15.2,0.0,0.0,100.0
